,0,1,2,3,4
0,61.446964874880564,47.612397833192865,58.28672706572787,27.34507149635669,50.6854430245537
1,37.82570562693672,23.92431963139302,47.50865736521473,15.587419750987351,32.06012841252141
2,35.42474144619996,18.555898465813925,39.16041696966101,9.861080139239107,27.98386870882837
3,34.933103480924395,17.771533741267945,36.41058929970666,8.702983595299884,27.181003062885452
4,34.785072423507245,11.955786634281935,35.76943901436994,8.623419377063101,27.008972918772997
5,34.03693759146893,11.889198073020113,35.757959923797564,8.502399785549644,26.950955865642534
6,14.78922899335248,11.243943632973012,35.757944706606736,8.486213091437662,26.94832120171395
7,7.522181933618867,10.03620714943122,33.91299241378124,4.562104305804155,26.946623110335736
8,5.530850996843243,6.1346688251586565,30.73125131696918,2.9586285722283487,26.94660146293836
9,2.4503213564636326,5.11796843085699,25.442469755068263,1.8827918532184642,26.946601269810454
10,2.113251112511876,2.703939170784452,12.814190355307801,1.6906572039252978,24.474079456785827
11,1.289967108321207,2.3931912880296977,12.813457748304016,1.1567479785672958,24.473130485753018
12,0.8590539639089911,2.299669151725766,8.821446291118264,1.1556306849506657,23.84614168204769
13,0.8587294432322778,1.4849352896480923,7.799866186933401,1.1556306261179543,21.941496047516466
