4322.582884263222	6730.152417501362	5630.804893170776	4900.19407207904	7273.5484543401135	5052.313627186704	5159.0625777388595	4141.526371211105	6074.966398498421	6177.455035672312
3726.034135406137	5389.838342502864	5110.37255807611	3965.967670122241	5830.235461061195	4560.660969600013	4521.784449249704	3603.844956517916	5209.434272092288	5029.771955181491
3660.1578351125295	5280.714870482536	5055.133228175244	3750.7275355692123	5469.611802373267	4356.60481030016	4264.242057488922	3464.2111276049	5055.247899100675	4856.862473322579
3564.759916660256	5005.619894502813	4924.457323216542	3677.6802197848174	5348.635642265528	4341.714542992378	4225.13436705761	3399.274341028644	4974.877524433663	4614.900471174051
3435.344690310761	4938.9225940585275	4853.1925909644015	3619.709835452235	5173.707000464432	4306.855356015575	4216.713177457485	3377.569010804491	4905.655015866712	4419.711250789381
3383.0844486017213	4919.30417162991	4787.788169042387	3580.964611617712	5115.610705648641	4290.843237129448	4174.594249620734	3349.141418258909	4879.924342400665	4348.944281391046
3376.646932219256	4916.200937701694	4778.737376972728	3565.236547631472	5106.148670400512	4139.692525945839	4171.746206449635	3344.353789451079	4842.425119685608	4336.403112952601
3372.784284295639	4876.521499231081	4770.288394751244	3561.910411596364	5102.051974668416	4133.173872375821	4166.250593257382	3311.9789490506073	4838.705722128933	4316.668252200467
3370.707457436587	4866.409245129488	4760.608869508148	3560.938932351154	5099.7089535248415	4132.791814854478	4165.967343544005	3305.842198974811	4837.877234490834	4315.299459235757
3370.415357740977	4821.305135033504	4759.575323512379	3557.4418442942574	5097.725269615034	4132.183668356085	4165.945708604522	3288.3873740879644	4837.452580587038	4309.026066313521
3370.1554937038068	4818.159195440391	4758.569276775883	3523.465569338039	5096.3066984140305	4131.461444335848	4165.26768595609	3283.67904000543	4837.277075350142	4261.349491305896
3369.924688338591	4817.418538773695	4744.036649928789	3522.738144607805	5095.648518858806	4131.004915423282	4164.40393721965	3282.639888394381	4837.0711344746205	4260.553831534524
3369.818724906958	4817.107034227047	4743.808871985963	3522.309481760253	5022.280150202087	4128.898739359305	4164.102816097304	3282.069930518925	4769.873055238862	4260.271327961172
3369.703018244097	4816.988690112693	4743.222169739282	3522.251150781924	5021.253172821088	4128.701604953203	4157.3833136465	3281.963589563589	4768.995517709093	4259.4100705410965
