77085.78526034617	393843.3120798765	1180711.535191113	1351032.873498907	2211797.6207295544	85037.15414145986	1197479.7152663495	273175.8695647805	189832.99525652235	213908.72026764727	182472.8102142975	95380.37130059443	81667.82081908309	842786.0157349184	346226.66288862017	156837.96219945626	603396.7464045512	568646.9498548991	417108.12531030475	158476.45161626846	172683.05778730364	7705174.141734824	758554.575059212	887516.9016904208	98523.2686989558	546677.3187567772
67609.21557950803	333691.77699381235	1090187.995805992	1217085.3382779656	68753.95997312825	66348.28643104229	458897.4223188802	252900.4521948904	170639.80397101984	94303.72838430012	111561.09348188863	72877.4730866579	76859.0845715332	809081.5679617174	228389.0141290057	150921.17395198802	482691.6655396224	221634.7947947543	403352.73478259344	59694.276494535115	123859.1771441275	2777424.94494525	516300.32179491024	82438.18565351308	94681.45097106614	518302.57065651525
47427.72268555216	159437.64386175858	1033577.8809513056	1088491.8288226922	67847.92801691947	59991.45387278295	383912.34999115847	241645.6299464073	148379.8704696619	88318.99563290083	93623.0299079	44044.49875734456	74190.11791660878	688233.7477196079	120623.39767333005	131387.65918393902	182259.40303428122	163458.1638282382	397376.76645890897	38410.357299228766	118452.95349608775	96659.35511724727	471775.33684070857	55190.18102675909	84469.35764975526	428809.328768684
23504.95274346156	99142.55168107383	104438.30315499751	342841.8114653668	67847.92801691947	31107.59117939561	257687.65091620808	88036.93157951882	118037.94624032099	46287.499206675166	88454.20787686268	41238.64072383134	64389.143621132425	217078.34357617804	55049.299111867374	90825.74342429268	152324.98378469364	91559.10906398896	386480.35526099906	32166.386454004747	59829.7631502904	79570.25618127533	220148.03055175734	49329.218740854274	66131.77961849351	267418.65446508536
20748.987536165456	83002.96086517497	19297.82486634309	157576.11835050842	32347.51322633565	23632.804513007177	193056.52593490356	87337.02368937318	83558.27169724053	45456.14742716086	44619.6738062661	33418.33031876215	24049.261329850626	146942.52172494627	48275.00000231157	54374.73632482412	90264.51369757028	18524.914610335978	38827.247032924686	11393.282768670877	48148.01611587966	67323.7277079705	116028.28839089992	35758.696971010555	12650.33363196984	76737.05058931847
20748.987536165456	41477.53612963703	19264.83627790876	29012.86988325457	32347.51322633565	19982.011927735508	66715.40348890019	27106.924986734848	28892.376387525717	22189.239925456022	10111.557682469658	21091.13592364288	18250.841958475943	47013.53071668535	38204.3741983064	45520.87681390615	25935.65938891782	10001.018749392671	38827.247032924686	11393.282768670877	37618.26216302255	52528.714413149726	42757.880276591815	32813.6408872309	8948.602030440448	21653.149880635785
16070.045474282037	23660.450361168754	19264.83627790876	28956.624941798487	32347.51322633565	7351.9612845979445	34193.76170536698	14556.684595746134	7404.115177006945	21853.002035557332	9749.51780309433	15074.334674612737	18144.24962017645	26037.29773400616	12220.239191132378	9858.207705446519	12222.733181223379	4427.893986411456	21030.737837598997	10230.036869793996	22680.00428061105	52528.714413149726	41495.1614121702	18116.801027271686	8948.602030440448	18401.196103017664
16070.045474282037	15466.437069351	14657.534134025105	28956.624941798487	4472.290420927854	2404.145941739433	4357.393467319067	14512.357098308617	4538.515541945955	14637.652056387951	9749.51780309433	15074.334674612737	16038.433306835757	26037.29773400616	10681.51071724739	8832.311328925478	12194.002720407558	4427.893986411456	10949.061023323222	10230.036869793996	22680.00428061105	41469.08353094957	29834.41212032561	18116.801027271686	8948.602030440448	9465.5396156073
10561.137934754368	14771.803973683109	5142.647833129266	16301.925751039773	4472.290420927854	2404.145941739433	4357.393467319067	5075.686183186078	4538.515541945955	6993.7811470195675	9749.51780309433	15074.334674612737	15899.179304965794	12967.200969584455	10603.319365312374	4449.8948340836605	8759.021916494607	2434.799059357506	5317.783164171845	4506.048699878621	10098.30511807765	41267.54005871415	18596.700846119482	7475.110329433211	8948.602030440448	9465.5396156073
8755.831322186968	12594.807362268923	5137.715799276633	16301.925751039773	4457.767008857047	2213.8629536093085	4357.393467319067	4402.063674667439	4538.515541945955	6943.4665235846005	6068.934321784661	7352.3116186213965	12672.469668801834	12166.4141525926	10603.319365312374	4449.8948340836605	3138.387378806473	2260.512756166009	5317.783164171845	4506.048699878621	9998.473418971902	23373.270302092384	9028.892079763276	7475.110329433211	8948.602030440448	9465.5396156073
8755.831322186968	2437.4387582124145	5137.715799276633	16275.614267145938	3877.205654771564	2138.593819089778	4357.393467319067	2990.0117431724248	4521.668620817216	6943.4665235846005	6068.227668545348	7352.3116186213965	12668.882577935008	3484.8286479438048	10603.319365312374	2434.1003796274217	3058.592914781875	2093.7010081113867	4303.881453448908	4506.048699878621	9998.473418971902	11186.740161090778	920.3545185839276	7475.110329433211	8948.602030440448	9465.5396156073
8744.607091679325	2437.4387582124145	5137.715799276633	16111.32457526304	3877.205654771564	2138.593819089778	4340.513428143788	2990.0117431724248	3639.3244042223027	1264.4705909199786	6052.29246068367	6808.682763556903	12094.921821968655	3351.548636844538	10603.319365312374	2434.1003796274217	3053.6827068216962	1737.8475095241786	4258.554720228292	3932.188210085622	9944.249167878274	5520.575266231481	920.3545185839276	7475.110329433211	8948.602030440448	9465.5396156073
8529.053760144609	2410.554106787065	5137.715799276633	9627.48114879328	3877.205654771564	2138.593819089778	3463.392152563376	2990.0117431724248	3639.3244042223027	1264.4705909199786	6052.29246068367	6808.682763556903	6465.413694648122	3343.683810831781	10574.74754199996	2385.421571843885	3053.6827068216962	1737.8475095241786	4258.554720228292	3932.188210085622	9944.249167878274	5520.575266231481	920.3545185839276	5153.730369818249	8948.602030440448	9465.5396156073
8529.053760144609	2410.554106787065	5137.715799276633	9627.48114879328	3827.852910770467	1780.5929242959182	3080.964792872833	2990.0117431724248	3639.3244042223027	1228.4150368531293	6052.29246068367	6806.3863261901415	3521.2341029937347	3320.9115732717987	10574.74754199996	2355.834651813588	3052.259185381471	1733.6447863044527	3420.7216373676165	3870.270225200573	9944.249167878274	5520.575266231481	920.3545185839276	2999.152684788103	8327.718075628894	9465.5396156073
