55797047.42725568	44461417.92479372	48599343.08364518	24859468.831007186	70622408.01066223	48461490.48764645	26431218.394613884	59767717.74802529	47502103.53932941	63133138.73603166	52694037.884202205	17015066.083044685	195364896.39121944
17757801.577764247	7608030.877339139	16602884.576287115	7557368.929409734	16770757.156094607	7704163.7932359725	5502741.3150374135	14092242.155436406	15884341.933909357	14938740.619268198	14842780.74324236	2341263.806336231	47629208.76050179
4590492.333551912	5858396.149329238	6115492.884239523	2949577.090480222	8070695.645119107	2920462.799874384	2231003.0436332417	5771529.669890298	10274079.757099845	8202311.168073025	5230900.762259304	1319229.1151433988	19568681.545331087
2151705.82472577	2602120.020345117	1626942.7617206103	1487330.79279874	2213526.3126721443	1169340.9166609386	953014.2572923434	1559452.4748197668	4452695.424629706	1807172.9508315541	2986700.5492820325	759394.0142447542	10038289.687173104
502564.09854731313	435724.7094729136	333662.60956565896	793431.3166818129	923053.42726795	392342.4052088822	327240.97047379677	415088.6802211856	1063774.9328652702	591074.3461546678	493401.053476093	364089.7137681056	4839986.103768077
258504.58362807392	185552.42015663986	95832.90727763259	321619.9634875567	348008.9486845245	152229.96951984536	118365.80540549615	200496.81795287208	541473.2701611255	352188.02163356903	249137.64886664407	215565.9592186617	926338.7661480608
196298.96534479968	138603.86120028314	60175.154214978975	233718.89857254692	193629.87293664846	62668.03485020255	43144.27938020649	138705.87997687954	402714.67900253064	214393.19829064532	166872.03941966215	157549.19338213655	392578.58032872906
152177.86533459567	105668.60060271322	43755.05956682393	185481.18851391066	131510.3598954298	44111.48215841262	25855.71697107622	114665.09433285485	244510.4817280052	158732.58723434652	114830.32692036654	110100.47227032523	239309.7042252403
116407.2131084809	90442.71935947637	36311.89829430261	151932.93549276446	99512.29840894676	38796.55567654919	20065.181058671842	98638.11385276204	189888.83490713753	125471.72127389137	89671.5232498584	83160.08878510997	176941.07698883855
75654.99185058211	75422.0582916072	33613.81177509638	135949.9981966135	79957.60110286773	32384.47970698343	18512.436050742865	70583.69910207421	178113.857362875	95174.46158881724	72197.10206628349	69305.57112510492	119753.81952295899
57530.432729385306	71413.12824232207	31444.96594960315	117332.21154497493	66919.25497351354	29142.547221571414	17124.86840733356	52049.41148870299	166876.86208507355	89306.42920512319	66609.43519246756	61630.07858452626	83688.62502771104
35133.07353257335	61698.377522481875	30230.15126046933	96359.65659931376	61791.030148482336	26843.994665647842	15918.37440250229	40939.48452461835	154032.66371544552	79498.86356954624	62258.195799151574	55376.78796955926	73690.67571804543
30286.406197399338	58582.44562216713	27605.185811609994	57493.90375807629	56164.26033603507	25413.056893476412	15154.31140992291	33073.562528102164	141093.55270196233	70279.07525115123	54432.83832843827	42441.398867178934	61580.57540617356
26871.437503915	55658.32887062432	26967.14396132837	42951.872005439465	54186.93365121748	24264.20219813014	13278.291341354412	30308.5455580993	127678.68842975814	65641.59993512515	45875.62248718028	37570.54793134728	49959.55307059953
