,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4
0,2074.096903881165,1750.5339377759192,2552.050971181945,1767.9148432662714,2055.356572809015,2770.5123387823405,2001.481619980338,1755.778732379029,1870.9780389734171,2462.7190721883812,2558.411357654725,1866.9956569472947,2247.000840152862,1506.4670997175772,2343.5270674992803
1,1587.361709984776,1665.3454894992856,2310.4043963401973,1357.9526645854185,1917.814275151325,2257.575823006022,1766.7507278545581,1472.1497326867611,1785.046082892376,2341.7729562007744,2268.129439308065,1649.0090548945388,1922.985509029645,1130.4801016754818,2072.9233999596045
2,1529.6048966206054,1652.4484195203067,2281.137946173909,1351.2544252676507,1893.4652022235105,2164.973121357234,1757.6829241741714,1454.5150413025806,1774.8776655565653,2324.3557670030773,2133.284984769227,1591.7611090848495,1868.5404138384422,1090.826875745216,2059.1723283101387
3,1514.7141999531784,1636.0303188950918,2264.9937101126425,1338.9072529917355,1849.355966523276,2111.525719322737,1723.6368984116416,1425.70858328572,1772.751929234697,2297.6194308670783,2074.0007153872475,1587.1900588428616,1863.8797649743885,1033.833542153945,2030.459873061468
4,1511.3771408450339,1631.4779251595392,2158.2855827449553,1330.8867652395238,1841.371670273584,2106.08359887522,1713.7393989988086,1421.1085783023466,1759.7592927532078,2275.589759924705,2056.657226791038,1581.2849061612305,1859.368360107369,1019.0871649350302,2020.842350576342
5,1502.6163938629181,1627.752098582795,2133.7904792302115,1329.4095881920375,1833.577575154932,2102.5682637627815,1707.5502751816412,1421.0212576314555,1756.3628057373126,2137.0901071175085,1991.007607264155,1574.4045730760736,1846.1322441026414,1017.5537950065586,2000.196665502801
6,1502.5178931236096,1624.7158209497265,2133.2331102483568,1329.215567738261,1833.4490554212048,2102.39286495699,1707.5414291330344,1421.0049801680161,1756.3625839633933,2133.5743697906987,1990.8723923408988,1572.9194921841265,1844.3651411448611,997.4524801590223,1996.8764542409463
7,1502.5165210917041,1623.0005074669925,2119.290556468379,1329.163245431435,1833.4263813453845,2100.858505917926,1707.5408377627011,1421.0018521712873,1756.3625424145553,2131.758689729948,1990.8681038014747,1571.7105220567864,1844.2375865303509,997.449570922388,1996.8556101844733
8,1502.516478515181,1622.4712770003298,2118.4366092527207,1329.155399034862,1833.425863062876,2099.6873414862343,1707.540783688741,1421.0018106355246,1732.6245463206649,2068.7287169156148,1990.8680276941088,1571.680303596604,1843.9546583436115,997.4493188584884,1996.8544911610668
9,1455.7834570533523,1621.3838173179192,2104.5293043997863,1329.153520623554,1833.425834712236,2098.89614100534,1707.540753242467,1421.0017036310135,1732.5494188224511,2067.6402284008623,1990.5650241914554,1571.6732207248126,1843.83966465482,997.4491413275523,1996.8544746619027
10,1455.765249156173,1619.8240019674984,2104.520095142213,1329.1516016329233,1833.4257230481608,2091.013825211376,1707.5406737547198,1421.0016397877353,1732.548030916371,2067.5563204015816,1990.563321909909,1571.671934006703,1843.8031001669226,997.4491272012407,1996.8544735789087
11,1455.7652113646802,1618.0928980469525,2104.520047988639,1329.1514599701475,1833.4257219123087,2088.68359223384,1707.5406654521842,1357.96051940728,1732.4515922725222,2067.526883573916,1990.5626397863248,1571.6714409990234,1843.7520358205911,997.449125869125,1996.8544735470496
12,1455.7652113497024,1617.9324078830648,2104.5198960522557,1329.1467497261592,1833.4254557654929,2088.2736980775917,1707.5406619780758,1347.3694828238795,1732.4515921591385,2067.5219350287102,1990.487562892582,1571.6713829403889,1843.712668662327,997.4491257689996,1988.784450830248
13,1397.7790425404721,1617.6446443477914,2104.5198855441568,1329.1351594142934,1833.4254115609274,2088.2356214194333,1698.4158647697916,1347.264696496336,1723.6581768600074,2067.5155710599247,1990.4870414732716,1571.6703698974325,1843.7054977325333,997.4491257617036,1975.411037869709
