,0,1,2,3,4,0,1,2,3,4
0,4504.415165558739,5313.705040748207,3428.6081387913678,3590.2727024643923,4861.9283507429245,2560.533676026853,5948.436589766294,4276.898354951105,3640.397609570523,4961.678901220332
1,1009.6797705214107,1242.133584724313,1145.0150785791616,1183.0359770063405,1672.2864507411414,987.9351699183853,1455.0370056068966,1381.2921225518576,1093.6852262238726,1425.8325771789441
2,809.5097114160952,906.2141192566755,932.7575292539644,890.7751099423441,1133.3190062938716,766.9286435716981,863.1257851567334,862.2430600768912,801.5207650465117,993.8208573631327
3,688.8758326832732,757.0689124905851,779.0165027342055,749.3590237072984,772.3943492218577,694.7566348544478,740.6592723167599,754.6229766485876,740.5226997412638,811.2258199950265
4,589.7932627348991,699.2405515609894,700.5569097813409,691.0132655549205,694.5080440328646,653.1718598249718,718.7728994570398,673.6248339452936,717.4018487031407,671.3843579432587
5,561.117993805336,633.5721038536294,613.5717466256538,669.3362202818107,650.9206380981822,628.6999563330082,697.9054800818599,598.6414138992433,688.2681362829027,554.0733507109217
6,552.4616696645835,610.5842054337909,562.9542293321601,663.8997828556394,625.8392866463964,603.4285634668067,663.3172042637087,587.2045008622326,686.1408438077142,549.754108817705
7,511.5930146275841,597.9387505715731,559.79941983872,616.0053491867448,567.3363142493517,596.6685513993584,661.895053781875,584.3172551638951,674.986601859076,549.3149654299605
8,496.9364948400694,586.6158611843985,553.6687843324544,592.080539237219,553.4861118409694,594.8313218680282,661.6849304825064,582.3026563347307,671.5651999344028,549.2950063087404
9,494.06058833171073,577.6160300013157,551.3465042262419,588.114995361082,546.7660114754276,594.5630046159031,661.5629512240607,580.1401254239977,670.5050443413138,549.2921015228385
10,493.15146845225405,556.7527422907148,549.2237811878244,587.0160209170044,544.7099078712495,594.5520974010624,661.5511408683993,575.8497558821778,661.4396380338312,549.2912338522841
11,493.06471917013323,552.2234658393254,548.243450736667,586.9371685500843,544.253793828083,594.5513210200234,661.4892086489846,573.4928491724531,652.1307162927798,549.2910563732671
12,492.173228629566,551.5566572210837,548.0706027609784,586.9282505706183,543.3868991722975,594.5512960322177,661.2891282792748,572.4079536750846,648.0675458211217,549.2910278186441
13,491.8853375531971,551.5394211001629,546.6234019742806,586.926163682313,543.049399612903,594.5512950076627,661.1707970521908,572.0898143295185,645.2084714076277,549.2909517606181
